# GNUplot - 400 60 nda default 16 2
# interation exec#1 exec#2 exec#3
0	1903485	1990224	2158762
1	1817561	1940677	2158762
2	1817561	1940677	2008766
3	1817561	1940677	2008766
4	1817561	1940677	1944908
5	1817561	1822825	1944908
6	1708132	1822825	1823759
7	1708132	1822825	1823759
8	1708132	1822825	1745435
9	1703231	1665682	1745435
10	1703231	1499561	1660778
11	1694784	1499561	1660778
12	1694784	1499561	1650598
13	1638266	1499561	1650598
14	1438293	1499561	1554454
15	1438293	1435577	1554454
16	1438293	1435577	1554454
17	1438293	1435577	1552752
18	1438293	1435577	1531201
19	1438293	1428918	1349081
20	1438293	1428918	1349081
21	1438293	1401798	1349081
22	1438293	1352755	1349081
23	1438293	1318186	1349081
24	1438293	1295341	1349081
25	1438293	1260361	1349081
26	1438293	1243934	1349081
27	1438293	1243934	1349081
28	1438293	1243934	1324813
29	1438293	1137160	1324813
30	1438293	1074505	1323027
31	1438293	1074505	1323027
32	1438293	1074505	1323027
33	1438293	1074505	1323027
34	1438293	1074505	1323027
35	1438293	1074505	1323027
36	1438293	1074505	1323027
37	1438293	1074505	1323027
38	1438293	1074505	1323027
39	1438293	1074505	1323027
40	1438293	1074505	1323027
41	1438293	1074505	1323027
42	1438293	1074505	1323027
43	1438293	1074505	1323027
44	1438293	1074505	1323027
45	1438293	1074505	1323027
46	1438293	1074505	1323027
47	1438293	1074505	1323027
48	1438293	1074505	1323027
49	1438293	1074505	1323027
50	1438293	1074505	1323027
51	1438293	1074505	1323027
52	1438293	1074505	1323027
53	1438293	1074505	1323027
54	1438293	1074505	1323027
55	1438293	1074505	1323027
56	1438293	1074505	1323027
57	1438293	1074505	1323027
58	1438293	1074505	1323027
59	1438293	1074505	1323027
60	1438293	1074505	1323027
61	1438293	1074505	1323027
62	1438293	1074505	1323027
63	1438293	1074505	1323027
64	1438293	1074505	1323027
65	1438293	1074505	1323027
66	1438293	1074505	1323027
67	1438293	1074505	1323027
68	1438293	1074505	1323027
69	1438293	1074505	1323027
70	1438293	1074505	1323027
71	1438293	1074505	1323027
72	1438293	1074505	1323027
73	1438293	1074505	1323027
74	1438293	1074505	1323027
75	1438293	1074505	1323027
76	1438293	1074505	1323027
77	1438293	1074505	1323027
78	1438293	1074505	1323027
79	1438293	1074505	1323027
80	1438293	1074505	1323027
81	1438293	1074505	1323027
