# GNUplot - 400 60 rvnd default 2-opt 16 1
# interation exec#1 exec#2 exec#3
0	1862322	1664646	1537486
1	1075384	1118033	1092384
2	1075384	1079875	1067458
3	1075384	1079875	1043382
4	1075384	1079875	1043382
5	1075384	1079875	1043382
6	1075384	1059399	1043050
7	1040415	1059399	1043050
8	1040415	1059399	1043050
9	1040415	1059399	1043050
10	1040415	1059399	1043050
11	1040415	1059399	1043050
12	1040415	1059399	1043050
13	1040415	1059399	1043050
14	1040415	1059399	1043050
15	1040415	1059399	1043050
16	1040415	1059399	1043050
17	1040415	1059399	1043050
18	1040415	1043881	1043050
19	1040415	1043881	1043050
20	1040415	1043881	1039584
21	1040415	1043881	1039584
22	1040415	1043881	1039584
23	1040415	1043881	1039584
24	1040415	1043881	1039584
25	1040415	1043881	1039584
26	1040415	1043881	1039584
27	1040415	1043881	1039584
28	1040415	1043881	1039584
29	1040415	1043881	1039584
30	1040415	1043881	1039584
31	1040415	1043881	1039584
32	1040415	1043881	1039584
33	1040415	1043881	1039584
34	1040415	1043881	1039584
35	1040415	1043881	1039584
36	1040415	1040415	1039584
37	1040415	1040415	1039584
38	1040415	1040415	1039584
39	1040415	1040415	1039584
40	1040415	1040415	1039584
41	1040415	1040415	1039584
42	1040415	1040415	1039584
43	1040415	1040415	1039584
44	1040415	1040415	1039584
45	1040415	1040415	1039584
46	1040415	1040415	1039584
47	1040415	1040415	1039584
48	1040415	1040415	1039584
49	1040415	1040415	1039584
50	1040415	1040415	1039584
51	1040415	1040415	1039584
52	1040415	1040415	1039584
53	1040415	1040415	1039584
54	1040415	1040415	1039584
55	1040415	1040415	1039584
56	1040415	1040415	1039584
57	1040415	1040415	1039584
58	1040415	1040415	1039584
59	1040415	1040415	1039584
60	1040415	1040415	1039584
61	1040415	1040415	1039584
62	1040415	1040415	1039584
63	1040415	1040415	1039584
64	1040415	1040415	1039584
65	1040415	1040415	1039584
66	1040415	1040415	1039584
67	1040415	1040415	1039584
68	1040415	1040415	1039584
69	1040415	1040415	1039584
70	1040415	1040415	1039584
71	1040415	1040415	1039584
72	1040415	1040415	1039584
73	1040415	1040415	1039584
